EEG,t_EEG
2.746666,4511.47
2.380444,4511.48
1.007111,4511.49
-2.380444,4511.5
-4.486221,4511.51
-6.408887,4511.52
-6.500443,4511.53
-3.845332,4511.54
-1.373333,4511.55
-5.310221,4511.56
-7.507553,4511.57
-5.310221,4511.58
-5.859554,4511.59
-5.676443,4511.6
-5.767998,4511.61
-3.936888,4511.62
-1.190222,4511.63
0.5493332,4511.64
-1.739555,4511.65
-7.232887,4511.66
-5.310221,4511.67
-2.197333,4511.68
-3.662221,4511.69
-3.845332,4511.7
-4.211555,4511.71
-6.317331,4511.72
-9.704886,4511.73
-12.08533,4511.74
-10.80355,4511.75
-11.90222,4511.76
-13.09244,4511.77
-15.19822,4511.78
-18.03644,4511.79
-17.85333,4511.8
-21.42399,4511.81
-21.24088,4511.82
-16.02222,4511.83
-13.184,4511.84
-8.78933,4511.85
-0.6408887,4511.86
1.373333,4511.87
-2.838221,4511.88
-6.775109,4511.89
-14.28266,4511.9
-15.10666,4511.91
-8.148442,4511.92
-4.211555,4511.93
-1.739555,4511.94
-3.47911,4511.95
-6.225776,4511.96
-3.204443,4511.97
-1.556444,4511.98
-5.12711,4511.99
-6.042665,4512
-2.838221,4512.01
-3.936888,4512.02
-7.415998,4512.03
-10.62044,4512.04
-16.20533,4512.05
-17.85333,4512.06
-15.83911,4512.07
-17.48711,4512.08
-16.93777,4512.09
-16.11377,4512.1
-19.59288,4512.11
-18.40266,4512.12
-13.45866,4512.13
-11.16977,4512.14
-9.613331,4512.15
-9.247108,4512.16
-10.25422,4512.17
-10.07111,4512.18
-6.317331,4512.19
-1.831111,4512.2
-1.556444,4512.21
-1.373333,4512.22
-0.6408887,4512.23
-1.831111,4512.24
-1.831111,4512.25
-0.3662221,4512.26
4.943998,4512.27
10.34577,4512.28
9.338664,4512.29
8.514664,4512.3
9.796441,4512.31
6.775109,4512.32
5.310221,4512.33
4.028443,4512.34
2.014222,4512.35
5.584887,4512.36
5.584887,4512.37
4.486221,4512.38
4.30311,4512.39
2.65511,4512.4
1.556444,4512.41
2.014222,4512.42
3.570666,4512.43
-0.3662221,4512.44
-4.028443,4512.45
-1.739555,4512.46
1.190222,4512.47
5.035554,4512.48
12.08533,4512.49
16.57155,4512.5
17.21244,4512.51
15.10666,4512.52
10.43733,4512.53
5.401776,4512.54
2.288888,4512.55
5.310221,4512.56
9.521775,4512.57
14.008,4512.58
18.86044,4512.59
22.4311,4512.6
21.05777,4512.61
12.36,4512.62
4.394665,4512.63
-3.662221,4512.64
-9.063997,4512.65
-3.387555,4512.66
7.78222,4512.67
16.20533,4512.68
23.43822,4512.69
28.74844,4512.7
25.54399,4512.71
19.40977,4512.72
12.45155,4512.73
-0.5493332,4512.74
-7.507553,4512.75
1.831111,4512.76
11.26133,4512.77
14.74044,4512.78
18.21955,4512.79
24.99466,4512.8
31.4951,4512.81
28.47377,4512.82
25.54399,4512.83
18.12799,4512.84
5.767998,4512.85
6.500443,4512.86
6.225776,4512.87
3.387555,4512.88
4.943998,4512.89
11.16977,4512.9
14.832,4512.91
10.62044,4512.92
12.72622,4512.93
11.99377,4512.94
10.52889,4512.95
13.09244,4512.96
15.656,4512.97
20.69155,4512.98
19.59288,4512.99
17.21244,4513
18.58577,4513.01
20.96622,4513.02
23.34666,4513.03
20.14222,4513.04
17.304,4513.05
18.40266,4513.06
19.9591,4513.07
21.69866,4513.08
22.88888,4513.09
23.16355,4513.1
18.95199,4513.11
13.82488,4513.12
8.148442,4513.13
7.415998,4513.14
10.16266,4513.15
9.338664,4513.16
12.54311,4513.17
19.59288,4513.18
26.36799,4513.19
28.83999,4513.2
29.29777,4513.21
29.29777,4513.22
22.98044,4513.23
16.93777,4513.24
11.90222,4513.25
3.936888,4513.26
0.2746666,4513.27
4.394665,4513.28
14.46577,4513.29
23.2551,4513.3
22.98044,4513.31
18.31111,4513.32
11.07822,4513.33
5.218665,4513.34
5.12711,4513.35
8.606219,4513.36
14.64888,4513.37
17.57866,4513.38
18.31111,4513.39
13.36711,4513.4
4.394665,4513.41
2.380444,4513.42
6.042665,4513.43
8.056887,4513.44
5.218665,4513.45
1.556444,4513.46
-4.30311,4513.47
-7.049776,4513.48
-0.5493332,4513.49
3.753777,4513.5
8.423109,4513.51
13.55022,4513.52
11.71911,4513.53
6.134221,4513.54
-5.12711,4513.55
-13.73333,4513.56
-9.063997,4513.57
2.929777,4513.58
8.880886,4513.59
10.07111,4513.6
6.95822,4513.61
-1.556444,4513.62
-6.134221,4513.63
-9.338664,4513.64
-5.401776,4513.65
1.922666,4513.66
4.943998,4513.67
3.570666,4513.68
-5.310221,4513.69
-10.25422,4513.7
-10.98666,4513.71
-4.943998,4513.72
5.951109,4513.73
12.36,4513.74
13.36711,4513.75
6.408887,4513.76
-6.317331,4513.77
-11.90222,4513.78
-2.105777,4513.79
8.697775,4513.8
10.25422,4513.81
8.78933,4513.82
5.767998,4513.83
-5.951109,4513.84
-17.304,4513.85
-11.71911,4513.86
-0.09155553,4513.87
7.78222,4513.88
12.54311,4513.89
11.44444,4513.9
3.570666,4513.91
-8.239998,4513.92
-19.22666,4513.93
-17.67022,4513.94
-5.035554,4513.95
1.007111,4513.96
3.662221,4513.97
1.373333,4513.98
-5.951109,4513.99
-19.22666,4514
-29.75555,4514.01
-23.16355,4514.02
-14.46577,4514.03
-1.281777,4514.04
10.98666,4514.05
9.796441,4514.06
1.648,4514.07
-12.81777,4514.08
-26.5511,4514.09
-26.91733,4514.1
-17.21244,4514.11
-8.606219,4514.12
2.838221,4514.13
13.64177,4514.14
13.36711,4514.15
4.577776,4514.16
-7.232887,4514.17
-16.38844,4514.18
-20.14222,4514.19
-18.76888,4514.2
-12.54311,4514.21
-2.563555,4514.22
4.852443,4514.23
6.225776,4514.24
0.8239998,4514.25
-11.35289,4514.26
-20.87466,4514.27
-19.50133,4514.28
-18.40266,4514.29
-21.14933,4514.3
-20.14222,4514.31
-18.67733,4514.32
-15.28977,4514.33
-10.98666,4514.34
-9.338664,4514.35
-9.887997,4514.36
-10.52889,4514.37
-8.78933,4514.38
-9.613331,4514.39
-10.52889,4514.4
-13.184,4514.41
-15.19822,4514.42
-11.90222,4514.43
-12.54311,4514.44
-12.63466,4514.45
-11.90222,4514.46
-10.98666,4514.47
-9.521775,4514.48
-12.17689,4514.49
-12.72622,4514.5
-10.07111,4514.51
-8.78933,4514.52
-7.78222,4514.53
-4.486221,4514.54
-5.584887,4514.55
-6.775109,4514.56
-6.500443,4514.57
-8.331553,4514.58
-7.873775,4514.59
-11.71911,4514.6
-17.48711,4514.61
-20.69155,4514.62
-16.57155,4514.63
-8.78933,4514.64
-10.25422,4514.65
-13.45866,4514.66
-18.40266,4514.67
-22.88888,4514.68
-23.52977,4514.69
-23.2551,4514.7
-20.41688,4514.71
-19.31822,4514.72
-18.76888,4514.73
-16.48,4514.74
-14.008,4514.75
-14.46577,4514.76
-13.09244,4514.77
-13.73333,4514.78
-17.02933,4514.79
-14.92355,4514.8
-12.72622,4514.81
-9.247108,4514.82
-11.16977,4514.83
-13.55022,4514.84
-8.606219,4514.85
-4.577776,4514.86
-3.112888,4514.87
-7.507553,4514.88
-10.89511,4514.89
-9.063997,4514.9
-9.887997,4514.91
-8.606219,4514.92
-8.056887,4514.93
-11.07822,4514.94
-10.98666,4514.95
-9.704886,4514.96
-8.880886,4514.97
-8.239998,4514.98
-8.78933,4514.99
-15.10666,4515
-26.36799,4515.01
-33.23466,4515.02
-30.76266,4515.03
-21.97333,4515.04
-9.155553,4515.05
0.1831111,4515.06
3.112888,4515.07
2.65511,4515.08
-5.12711,4515.09
-13.64177,4515.1
-16.29688,4515.11
-17.02933,4515.12
-13.82488,4515.13
-5.676443,4515.14
-0.4577776,4515.15
1.648,4515.16
2.929777,4515.17
4.669332,4515.18
7.599109,4515.19
4.119999,4515.2
-0,4515.21
0.7324442,4515.22
0.7324442,4515.23
1.373333,4515.24
-1.281777,4515.25
-6.95822,4515.26
-10.16266,4515.27
-13.91644,4515.28
-13.184,4515.29
-8.514664,4515.3
-5.951109,4515.31
-1.922666,4515.32
2.746666,4515.33
6.225776,4515.34
5.767998,4515.35
1.190222,4515.36
-4.119999,4515.37
-6.042665,4515.38
-6.591998,4515.39
-4.760888,4515.4
2.105777,4515.41
6.683554,4515.42
8.239998,4515.43
5.767998,4515.44
-4.119999,4515.45
-11.16977,4515.46
-9.796441,4515.47
-3.845332,4515.48
3.204443,4515.49
3.753777,4515.5
-1.648,4515.51
-8.880886,4515.52
-9.521775,4515.53
-3.295999,4515.54
2.105777,4515.55
8.423109,4515.56
11.07822,4515.57
11.81066,4515.58
16.48,4515.59
15.28977,4515.6
11.90222,4515.61
14.832,4515.62
16.84622,4515.63
15.19822,4515.64
7.141331,4515.65
3.662221,4515.66
7.324442,4515.67
13.09244,4515.68
19.68444,4515.69
14.832,4515.7
7.049776,4515.71
1.373333,4515.72
-2.288888,4515.73
-5.951109,4515.74
-7.141331,4515.75
0.4577776,4515.76
5.676443,4515.77
5.951109,4515.78
5.035554,4515.79
6.683554,4515.8
4.119999,4515.81
-1.190222,4515.82
-5.767998,4515.83
-9.979552,4515.84
-2.746666,4515.85
4.577776,4515.86
7.415998,4515.87
11.26133,4515.88
14.09955,4515.89
17.12088,4515.9
15.01511,4515.91
10.62044,4515.92
12.45155,4515.93
16.57155,4515.94
19.59288,4515.95
21.42399,4515.96
24.53688,4515.97
25.63555,4515.98
19.50133,4515.99
13.82488,4516
8.972442,4516.01
7.415998,4516.02
12.72622,4516.03
15.47288,4516.04
14.92355,4516.05
14.37422,4516.06
11.07822,4516.07
8.239998,4516.08
5.035554,4516.09
-1.007111,4516.1
-7.049776,4516.11
-7.232887,4516.12
-2.105777,4516.13
1.098666,4516.14
4.943998,4516.15
7.324442,4516.16
7.690664,4516.17
5.310221,4516.18
1.464888,4516.19
3.295999,4516.2
7.049776,4516.21
11.90222,4516.22
14.008,4516.23
9.704886,4516.24
6.591998,4516.25
5.401776,4516.26
3.295999,4516.27
5.12711,4516.28
9.704886,4516.29
14.09955,4516.3
11.44444,4516.31
5.767998,4516.32
7.049776,4516.33
5.859554,4516.34
0.4577776,4516.35
1.556444,4516.36
4.028443,4516.37
1.098666,4516.38
-0.2746666,4516.39
-0.5493332,4516.4
-1.556444,4516.41
-4.852443,4516.42
-5.12711,4516.43
0.3662221,4516.44
5.676443,4516.45
6.225776,4516.46
3.112888,4516.47
2.929777,4516.48
-2.929777,4516.49
-10.80355,4516.5
-4.211555,4516.51
3.936888,4516.52
2.746666,4516.53
0.4577776,4516.54
-0.6408887,4516.55
-0.09155553,4516.56
-1.739555,4516.57
0.6408887,4516.58
5.584887,4516.59
5.493332,4516.6
2.929777,4516.61
-1.739555,4516.62
-7.507553,4516.63
-12.90933,4516.64
-10.25422,4516.65
-5.310221,4516.66
-3.112888,4516.67
-1.007111,4516.68
-3.295999,4516.69
-5.676443,4516.7
-11.99377,4516.71
-19.68444,4516.72
-17.76177,4516.73
-11.99377,4516.74
-7.965331,4516.75
-11.81066,4516.76
-16.20533,4516.77
-15.74755,4516.78
-17.12088,4516.79
-12.17689,4516.8
-2.563555,4516.81
5.859554,4516.82
8.514664,4516.83
2.471999,4516.84
0.7324442,4516.85
-0.7324442,4516.86
-3.47911,4516.87
-3.845332,4516.88
-5.951109,4516.89
-7.78222,4516.9
-9.979552,4516.91
-9.796441,4516.92
-8.697775,4516.93
-9.521775,4516.94
-8.880886,4516.95
-7.507553,4516.96
-5.493332,4516.97
-0.9155553,4516.98
0.6408887,4516.99
-1.831111,4517
-1.739555,4517.01
-2.197333,4517.02
3.295999,4517.03
13.64177,4517.04
16.84622,4517.05
17.48711,4517.06
16.84622,4517.07
15.47288,4517.08
14.09955,4517.09
12.45155,4517.1
11.81066,4517.11
13.184,4517.12
14.832,4517.13
14.832,4517.14
17.67022,4517.15
20.23377,4517.16
19.13511,4517.17
18.12799,4517.18
16.38844,4517.19
13.82488,4517.2
14.37422,4517.21
15.47288,4517.22
14.74044,4517.23
15.01511,4517.24
10.89511,4517.25
5.951109,4517.26
4.211555,4517.27
1.190222,4517.28
-0.9155553,4517.29
-3.845332,4517.3
-7.415998,4517.31
-7.599109,4517.32
-5.584887,4517.33
-1.739555,4517.34
0.3662221,4517.35
-3.570666,4517.36
-4.30311,4517.37
-0.3662221,4517.38
1.190222,4517.39
3.47911,4517.4
2.471999,4517.41
3.47911,4517.42
4.30311,4517.43
2.838221,4517.44
4.211555,4517.45
-10.43733,4517.46
-20.96622,4517.47
-17.76177,4517.48
-16.48,4517.49
-13.36711,4517.5
-14.832,4517.51
-18.21955,4517.52
-22.98044,4517.53
-25.08621,4517.54
-20.69155,4517.55
-18.03644,4517.56
-12.08533,4517.57
-6.775109,4517.58
-6.225776,4517.59
-5.12711,4517.6
-4.30311,4517.61
-3.112888,4517.62
-4.028443,4517.63
-8.423109,4517.64
-11.35289,4517.65
-10.34577,4517.66
-8.056887,4517.67
-2.105777,4517.68
1.648,4517.69
0.5493332,4517.7
2.746666,4517.71
4.486221,4517.72
0.8239998,4517.73
-3.204443,4517.74
-3.387555,4517.75
-0.8239998,4517.76
2.65511,4517.77
4.394665,4517.78
3.204443,4517.79
-1.464888,4517.8
-2.929777,4517.81
-0.9155553,4517.82
0.1831111,4517.83
3.295999,4517.84
2.471999,4517.85
2.197333,4517.86
2.014222,4517.87
-3.570666,4517.88
-6.042665,4517.89
-7.78222,4517.9
-10.52889,4517.91
-12.90933,4517.92
-17.02933,4517.93
-21.60711,4517.94
-22.52266,4517.95
-17.57866,4517.96
-10.16266,4517.97
-9.247108,4517.98
-11.16977,4517.99
-12.08533,4518
-12.26844,4518.01
-5.951109,4518.02
0.2746666,4518.03
3.112888,4518.04
4.028443,4518.05
-0.2746666,4518.06
-3.753777,4518.07
-7.049776,4518.08
-13.45866,4518.09
-10.62044,4518.1
-5.401776,4518.11
-2.746666,4518.12
1.373333,4518.13
1.007111,4518.14
-0.3662221,4518.15
-2.380444,4518.16
-1.098666,4518.17
2.105777,4518.18
2.288888,4518.19
1.098666,4518.2
-5.584887,4518.21
-10.16266,4518.22
-9.155553,4518.23
-5.493332,4518.24
3.845332,4518.25
7.599109,4518.26
4.119999,4518.27
-3.295999,4518.28
-17.12088,4518.29
-25.63555,4518.3
-19.68444,4518.31
-5.676443,4518.32
5.767998,4518.33
10.16266,4518.34
5.12711,4518.35
-8.514664,4518.36
-22.24799,4518.37
-16.84622,4518.38
4.577776,4518.39
19.50133,4518.4
22.61422,4518.41
14.74044,4518.42
-4.394665,4518.43
-18.58577,4518.44
-17.85333,4518.45
-9.063997,4518.46
3.662221,4518.47
9.613331,4518.48
9.521775,4518.49
5.218665,4518.5
-8.148442,4518.51
-11.81066,4518.52
2.105777,4518.53
17.39555,4518.54
21.60711,4518.55
12.72622,4518.56
-5.035554,4518.57
-16.93777,4518.58
-22.98044,4518.59
-24.17066,4518.6
-7.049776,4518.61
14.64888,4518.62
23.62133,4518.63
18.49422,4518.64
6.591998,4518.65
-6.042665,4518.66
-16.75466,4518.67
-21.60711,4518.68
-22.88888,4518.69
-17.76177,4518.7
-8.78933,4518.71
-2.105777,4518.72
-0.2746666,4518.73
4.119999,4518.74
7.415998,4518.75
8.423109,4518.76
11.536,4518.77
9.704886,4518.78
3.204443,4518.79
-13.00089,4518.8
-16.93777,4518.81
3.295999,4518.82
24.62844,4518.83
38.27021,4518.84
36.53065,4518.85
25.7271,4518.86
14.37422,4518.87
5.218665,4518.88
4.577776,4518.89
4.119999,4518.9
2.380444,4518.91
-0.4577776,4518.92
-3.295999,4518.93
0.2746666,4518.94
6.591998,4518.95
10.43733,4518.96
11.62755,4518.97
8.697775,4518.98
-0.09155553,4518.99
-7.690664,4519
-7.965331,4519.01
1.648,4519.02
11.16977,4519.03
10.25422,4519.04
7.232887,4519.05
2.288888,4519.06
-2.288888,4519.07
1.831111,4519.08
9.338664,4519.09
15.10666,4519.1
16.38844,4519.11
13.184,4519.12
9.338664,4519.13
3.295999,4519.14
0.7324442,4519.15
6.225776,4519.16
13.73333,4519.17
20.50844,4519.18
22.24799,4519.19
18.12799,4519.2
10.712,4519.21
-0.1831111,4519.22
-4.577776,4519.23
0.6408887,4519.24
13.36711,4519.25
26.45955,4519.26
30.30488,4519.27
28.56532,4519.28
23.07199,4519.29
15.01511,4519.3
10.62044,4519.31
7.141331,4519.32
6.95822,4519.33
10.07111,4519.34
12.36,4519.35
14.55733,4519.36
10.80355,4519.37
3.570666,4519.38
-4.119999,4519.39
-12.45155,4519.4
-15.74755,4519.41
-9.338664,4519.42
2.288888,4519.43
9.613331,4519.44
12.54311,4519.45
13.82488,4519.46
15.01511,4519.47
11.35289,4519.48
3.387555,4519.49
-3.845332,4519.5
-5.767998,4519.51
2.014222,4519.52
7.507553,4519.53
11.536,4519.54
14.28266,4519.55
9.155553,4519.56
5.584887,4519.57
-3.936888,4519.58
-15.93066,4519.59
-14.832,4519.6
-8.606219,4519.61
-3.204443,4519.62
5.584887,4519.63
10.89511,4519.64
7.965331,4519.65
3.021333,4519.66
-4.119999,4519.67
-14.19111,4519.68
-20.05066,4519.69
-18.12799,4519.7
-8.78933,4519.71
3.021333,4519.72
6.95822,4519.73
5.767998,4519.74
4.577776,4519.75
0.8239998,4519.76
-1.007111,4519.77
-3.936888,4519.78
-7.690664,4519.79
-9.613331,4519.8
-12.17689,4519.81
-11.07822,4519.82
-7.232887,4519.83
-3.021333,4519.84
-2.838221,4519.85
-1.648,4519.86
1.556444,4519.87
0.2746666,4519.88
3.112888,4519.89
6.591998,4519.9
7.507553,4519.91
13.82488,4519.92
16.66311,4519.93
14.09955,4519.94
12.45155,4519.95
8.606219,4519.96
4.943998,4519.97
1.648,4519.98
-0,4519.99
3.295999,4520
3.662221,4520.01
2.380444,4520.02
5.767998,4520.03
5.401776,4520.04
3.387555,4520.05
2.471999,4520.06
1.464888,4520.07
2.65511,4520.08
3.662221,4520.09
5.676443,4520.1
4.943998,4520.11
1.281777,4520.12
2.380444,4520.13
4.577776,4520.14
6.500443,4520.15
6.591998,4520.16
3.936888,4520.17
4.30311,4520.18
-0.8239998,4520.19
-5.401776,4520.2
-1.739555,4520.21
0.2746666,4520.22
2.563555,4520.23
-0,4520.24
-0.6408887,4520.25
6.866664,4520.26
9.155553,4520.27
8.514664,4520.28
6.683554,4520.29
4.028443,4520.3
1.922666,4520.31
3.112888,4520.32
4.852443,4520.33
-1.190222,4520.34
-4.119999,4520.35
-3.662221,4520.36
-5.12711,4520.37
-4.028443,4520.38
-2.746666,4520.39
-4.669332,4520.4
-11.07822,4520.41
-12.54311,4520.42
-12.72622,4520.43
-17.39555,4520.44
-19.86755,4520.45
-18.67733,4520.46
-14.46577,4520.47
-10.89511,4520.48
-5.767998,4520.49
-3.295999,4520.5
-7.232887,4520.51
-6.866664,4520.52
-2.105777,4520.53
-3.112888,4520.54
-5.035554,4520.55
-8.514664,4520.56
-12.81777,4520.57
-14.09955,4520.58
-13.09244,4520.59
-10.16266,4520.6
-11.62755,4520.61
-15.38133,4520.62
-17.304,4520.63
-13.91644,4520.64
-11.26133,4520.65
-10.80355,4520.66
-5.767998,4520.67
-3.570666,4520.68
-5.401776,4520.69
-7.324442,4520.7
-9.704886,4520.71
-11.62755,4520.72
-11.90222,4520.73
-11.62755,4520.74
-10.80355,4520.75
-8.78933,4520.76
-3.570666,4520.77
1.739555,4520.78
3.845332,4520.79
7.873775,4520.8
9.704886,4520.81
2.65511,4520.82
-2.929777,4520.83
-2.288888,4520.84
-4.486221,4520.85
-4.669332,4520.86
-6.95822,4520.87
-8.972442,4520.88
-8.423109,4520.89
-8.239998,4520.9
-2.014222,4520.91
-1.739555,4520.92
-4.760888,4520.93
-5.035554,4520.94
-7.232887,4520.95
-6.042665,4520.96
-2.65511,4520.97
1.190222,4520.98
6.866664,4520.99
9.338664,4521
7.599109,4521.01
8.056887,4521.02
6.317331,4521.03
5.218665,4521.04
8.239998,4521.05
11.536,4521.06
16.11377,4521.07
13.82488,4521.08
10.07111,4521.09
7.324442,4521.1
3.845332,4521.11
5.310221,4521.12
7.415998,4521.13
14.19111,4521.14
18.21955,4521.15
13.64177,4521.16
12.36,4521.17
13.00089,4521.18
14.55733,4521.19
17.02933,4521.2
14.92355,4521.21
15.19822,4521.22
15.74755,4521.23
14.19111,4521.24
18.21955,4521.25
19.86755,4521.26
15.19822,4521.27
10.16266,4521.28
4.943998,4521.29
2.838221,4521.3
3.204443,4521.31
7.232887,4521.32
13.09244,4521.33
12.72622,4521.34
10.89511,4521.35
9.796441,4521.36
8.697775,4521.37
3.662221,4521.38
-0.09155553,4521.39
-0.2746666,4521.4
-2.929777,4521.41
-2.014222,4521.42
3.47911,4521.43
6.866664,4521.44
7.78222,4521.45
7.599109,4521.46
3.845332,4521.47
1.373333,4521.48
1.373333,4521.49
0.5493332,4521.5
1.098666,4521.51
2.471999,4521.52
3.387555,4521.53
5.035554,4521.54
7.232887,4521.55
4.760888,4521.56
-3.295999,4521.57
-7.232887,4521.58
-9.979552,4521.59
-9.247108,4521.6
-3.845332,4521.61
-6.317331,4521.62
-6.866664,4521.63
-3.47911,4521.64
1.373333,4521.65
2.746666,4521.66
-4.211555,4521.67
-11.35289,4521.68
-15.01511,4521.69
-14.64888,4521.7
-11.62755,4521.71
-5.859554,4521.72
0.6408887,4521.73
2.197333,4521.74
-2.65511,4521.75
-5.218665,4521.76
-7.690664,4521.77
-8.514664,4521.78
-5.401776,4521.79
-0.6408887,4521.8
4.852443,4521.81
4.943998,4521.82
2.197333,4521.83
-2.563555,4521.84
-10.43733,4521.85
-16.84622,4521.86
-12.17689,4521.87
-5.493332,4521.88
-5.767998,4521.89
-1.831111,4521.9
-1.098666,4521.91
-4.394665,4521.92
-4.943998,4521.93
-4.486221,4521.94
-1.739555,4521.95
0.9155553,4521.96
-0.1831111,4521.97
-6.408887,4521.98
-9.063997,4521.99
-7.141331,4522
-4.394665,4522.01
1.831111,4522.02
8.056887,4522.03
7.324442,4522.04
3.662221,4522.05
3.295999,4522.06
2.288888,4522.07
3.570666,4522.08
4.119999,4522.09
1.373333,4522.1
-0.2746666,4522.11
-4.211555,4522.12
-7.049776,4522.13
-5.218665,4522.14
-0.7324442,4522.15
1.190222,4522.16
0.7324442,4522.17
2.380444,4522.18
0.2746666,4522.19
-3.387555,4522.2
-2.563555,4522.21
-4.669332,4522.22
-7.873775,4522.23
-6.95822,4522.24
-6.95822,4522.25
-7.232887,4522.26
-8.239998,4522.27
-5.584887,4522.28
-1.648,4522.29
-3.753777,4522.3
-4.852443,4522.31
-7.324442,4522.32
-11.81066,4522.33
-13.55022,4522.34
-17.85333,4522.35
-20.59999,4522.36
-14.92355,4522.37
-11.44444,4522.38
-8.423109,4522.39
-2.197333,4522.4
-4.211555,4522.41
-7.965331,4522.42
-5.676443,4522.43
-9.704886,4522.44
-10.16266,4522.45
-3.936888,4522.46
-4.852443,4522.47
-10.52889,4522.48
-11.26133,4522.49
-9.521775,4522.5
-9.338664,4522.51
-5.035554,4522.52
-5.676443,4522.53
-2.288888,4522.54
2.563555,4522.55
1.464888,4522.56
2.288888,4522.57
-3.021333,4522.58
-4.486221,4522.59
-2.929777,4522.6
0.4577776,4522.61
3.662221,4522.62
6.317331,4522.63
11.35289,4522.64
6.042665,4522.65
2.65511,4522.66
1.922666,4522.67
0.1831111,4522.68
6.317331,4522.69
12.26844,4522.7
10.62044,4522.71
5.493332,4522.72
2.746666,4522.73
-2.746666,4522.74
-12.63466,4522.75
-17.57866,4522.76
-14.832,4522.77
-7.507553,4522.78
-1.648,4522.79
2.838221,4522.8
9.063997,4522.81
12.26844,4522.82
11.44444,4522.83
1.922666,4522.84
-11.81066,4522.85
-14.28266,4522.86
-6.134221,4522.87
6.225776,4522.88
15.01511,4522.89
14.19111,4522.9
11.07822,4522.91
8.056887,4522.92
1.007111,4522.93
-5.401776,4522.94
-10.52889,4522.95
-13.91644,4522.96
-16.20533,4522.97
-18.21955,4522.98
-11.26133,4522.99
1.190222,4523
8.423109,4523.01
10.89511,4523.02
13.64177,4523.03
15.10666,4523.04
7.232887,4523.05
-5.493332,4523.06
-12.17689,4523.07
-10.16266,4523.08
-6.683554,4523.09
-1.556444,4523.1
10.25422,4523.11
14.74044,4523.12
8.880886,4523.13
4.028443,4523.14
1.556444,4523.15
1.831111,4523.16
-1.373333,4523.17
-8.514664,4523.18
-13.64177,4523.19
-11.35289,4523.2
-2.471999,4523.21
3.387555,4523.22
4.760888,4523.23
1.648,4523.24
-0.8239998,4523.25
0.6408887,4523.26
4.577776,4523.27
7.049776,4523.28
7.049776,4523.29
6.95822,4523.3
4.30311,4523.31
8.697775,4523.32
12.72622,4523.33
11.99377,4523.34
19.04355,4523.35
23.52977,4523.36
24.26221,4523.37
22.33955,4523.38
13.82488,4523.39
13.09244,4523.4
12.72622,4523.41
1.739555,4523.42
-0.3662221,4523.43
7.690664,4523.44
13.36711,4523.45
14.832,4523.46
10.16266,4523.47
4.028443,4523.48
-0.09155553,4523.49
-1.190222,4523.5
1.831111,4523.51
4.486221,4523.52
6.408887,4523.53
9.613331,4523.54
10.712,4523.55
5.12711,4523.56
0.5493332,4523.57
-3.936888,4523.58
-6.866664,4523.59
-4.028443,4523.6
-5.401776,4523.61
-4.119999,4523.62
-0.5493332,4523.63
-4.028443,4523.64
-6.225776,4523.65
-4.577776,4523.66
-6.500443,4523.67
-13.00089,4523.68
-16.29688,4523.69
-15.83911,4523.7
-14.37422,4523.71
-12.08533,4523.72
-10.62044,4523.73
-11.26133,4523.74
-13.36711,4523.75
-13.55022,4523.76
-11.71911,4523.77
-9.979552,4523.78
-7.232887,4523.79
-5.859554,4523.8
-6.500443,4523.81
-6.866664,4523.82
-5.218665,4523.83
-2.105777,4523.84
-6.683554,4523.85
-8.78933,4523.86
-3.753777,4523.87
-1.739555,4523.88
-0.5493332,4523.89
-1.556444,4523.9
-1.831111,4523.91
-3.845332,4523.92
-9.613331,4523.93
-11.26133,4523.94
-9.063997,4523.95
-2.929777,4523.96
3.47911,4523.97
6.042665,4523.98
7.324442,4523.99
6.591998,4524
2.197333,4524.01
-2.471999,4524.02
-2.197333,4524.03
4.943998,4524.04
10.07111,4524.05
7.415998,4524.06
7.599109,4524.07
7.690664,4524.08
8.606219,4524.09
10.52889,4524.1
4.30311,4524.11
1.831111,4524.12
4.486221,4524.13
8.239998,4524.14
14.28266,4524.15
15.47288,4524.16
12.54311,4524.17
8.239998,4524.18
0.3662221,4524.19
-8.056887,4524.2
-9.521775,4524.21
-4.394665,4524.22
0.8239998,4524.23
2.105777,4524.24
-0.8239998,4524.25
-3.295999,4524.26
-7.324442,4524.27
-10.62044,4524.28
-11.07822,4524.29
-9.521775,4524.3
-4.028443,4524.31
1.556444,4524.32
5.218665,4524.33
4.852443,4524.34
3.387555,4524.35
-0.6408887,4524.36
-5.035554,4524.37
-7.049776,4524.38
-10.07111,4524.39
-9.613331,4524.4
-3.936888,4524.41
1.831111,4524.42
5.584887,4524.43
5.951109,4524.44
0.7324442,4524.45
-2.929777,4524.46
-3.570666,4524.47
-5.493332,4524.48
-6.134221,4524.49
-7.232887,4524.5
-8.239998,4524.51
-3.387555,4524.52
-1.922666,4524.53
-7.507553,4524.54
-10.712,4524.55
-14.92355,4524.56
-18.12799,4524.57
-16.84622,4524.58
-14.55733,4524.59
-10.25422,4524.6
-5.401776,4524.61
-3.47911,4524.62
-4.30311,4524.63
-10.62044,4524.64
-17.67022,4524.65
-17.76177,4524.66
-13.09244,4524.67
-13.184,4524.68
-10.25422,4524.69
-2.288888,4524.7
-4.30311,4524.71
-8.056887,4524.72
-7.049776,4524.73
-2.746666,4524.74
1.007111,4524.75
1.281777,4524.76
